Name,Category,Question,Correct Answer
MathQA_challenge_test,Challenging Math,"what is the perimeter of a rectangular field whose diagonal is 5 m and length is 4 m ? The options are: a ) 20 m , b ) 15 m , c ) 14 m , d ) 10 m , e ) 25 m",c
MathQA_challenge_test,Challenging Math,"coconuts were purchased at 150 per 100 and sold at 2 per coconut . if 2000 coconuts were sold , what was the total profit made ? The options are: a ) 500 , b ) 1000 , c ) 1500 , d ) 2000 , e ) none of these",b
MathQA_challenge_test,Challenging Math,"what is the factorial of 5 ? The options are: a ) 1 , b ) 60 , c ) 120 , d ) 130 , e ) 180",c
MathQA_challenge_test,Challenging Math,"when working alone , painter w can paint a room in 2 hours , and working alone , painter x can paint the same room in e hours . when the two painters work together and independently , they can paint the room in 3 / 4 of an hour . what is the value of e ? The options are: a ) 3 / 4 , b ) 1 [ 1 / 5 ] , c ) 1 [ 2 / 5 ] , d ) 1 [ 3 / 4 ] , e ) 2",b
MathQA_challenge_test,Challenging Math,"the area of a parallelogram is 72 cm ^ 2 and its altitude is twice the corresponding base . what is the length of the base ? The options are: ['a ) 1 cm', 'b ) 3 cm', 'c ) 6 cm', 'd ) 4 cm', 'e ) 2 cm']",c
MathQA_challenge_test,Challenging Math,"martin buys a pencil and a notebook for 80 cents . at the same store , gloria buys a notebook and an eraser for $ 1.15 cents , and zachary buys a pencil and an eraser for 75 cents . how many cents would it cost to buy 3 pencils , 3 notebooks , and 3 erasers ? ( assume that there is no volume discount . ) The options are: a ) 325 , b ) 345 , c ) 365 , d ) 385 , e ) 405",e
MathQA_challenge_test,Challenging Math,"if a fast song has 160 beats per minute , and a slow song has 90 beats per minute , how many minutes total would you play a fast and a slow song to have a stream of music that had a total of 1020 beats ? The options are: a ) 6 , b ) 7 , c ) 8 , d ) 9 , e ) 10",d
MathQA_challenge_test,Challenging Math,"during the second quarter of 1984 , a total of 3 , 976000 domestic cars were sold . if this was 32 % greater than the number sold during the first quarter of 1984 , how many were sold during the first quarter ? The options are: a ) 714,240 , b ) 2 , 261,760 , c ) 2 , 400,000 , d ) 3 , 012,121 , e ) 3 , 915,790",d
MathQA_challenge_test,Challenging Math,"a man covered a certain distance at some speed . had he moved 3 kmph faster , he would have taken 40 minutes less . if he had moved 2 kmph slower , he would have taken 40 minutes more . the distance ( in km ) is The options are: a ) 27 , b ) 87 , c ) 40 , d ) 18 , e ) 17",c
MathQA_challenge_test,Challenging Math,"if the average of w , b , c , 14 and 15 is 12 . what is the average value of w , b , c and 29 The options are: a ) 12 , b ) 13 , c ) 14 , d ) 15 , e ) 16",d
MathQA_challenge_test,Challenging Math,"list a consists of 12 consecutive integers . if - 4 is the least integer in list a , what is the range of positive integers in list a ? The options are: a ) 5 , b ) 6 , c ) 7 , d ) 11 , e ) 12",b
MathQA_challenge_test,Challenging Math,"convert 100 miles into inches ? The options are: a ) 6336000 , b ) 6542000 , c ) 5462300 , d ) 6213000 , e ) 6120330",a
MathQA_challenge_test,Challenging Math,"a room 5 m 44 cm long and 3 m 74 cm broad needs to be paved with square tiles . what will be the least number of square tiles required to cover the floor ? The options are: a ) 176 , b ) 124 , c ) 224 , d ) 186 , e ) 190",a
MathQA_challenge_test,Challenging Math,"the least number , which when divided by 12 , 15 , 20 and 54 leaves in each case a remainder of 8 , is : The options are: a ) 504 , b ) 536 , c ) 544 , d ) 548 , e ) none of these",d
MathQA_challenge_test,Challenging Math,"rhonda picked 2 pen from the table , if there were 7 pens on the table and 5 belongs to jill , what is the probability that the 2 pen she picked does not belong to jill ? . The options are: a ) 5 / 42 , b ) 2 / 42 , c ) 7 / 42 , d ) 2 / 7 , e ) 5 / 7",b
MathQA_challenge_test,Challenging Math,"a merchant sells an item at a 20 % discount , but still makes a gross profit of 20 percent of the cost . what percent w of the cost would the gross profit on the item have been if it had been sold without the discount ? The options are: a ) 20 % , b ) 40 % , c ) 50 % , d ) 60 % , e ) 75 %",c
MathQA_challenge_test,Challenging Math,"a number when divided by 4 , gives 40 as quotient and 0 as remainder . what will be the remainder when dividing the same number by 3 The options are: a ) a ) 1 , b ) b ) 3 , c ) c ) 4 , d ) d ) 6 , e ) e ) 7",a
MathQA_challenge_test,Challenging Math,"the total surface area of a cuboid length 12 m , breadth 10 m and height 8 m . The options are: ['a ) 576', 'b ) 566', 'c ) 596', 'd ) 556', 'e ) 586']",c
MathQA_challenge_test,Challenging Math,"the radius of a cone is 4 m , height 5 m . find the curved surface area ? The options are: a ) 1 , b ) 3 , c ) 5 , d ) 7 , e ) 9",c
MathQA_challenge_test,Challenging Math,"among the two clocks , clock a gains 20 seconds per minute . if clock a and b are set at 2 0 ' clock , when clock a is at 7 : 20 , what does clock b show ? The options are: a ) 5 : 30 , b ) 6 : 00 , c ) 5 : 45 , d ) 6 : 20 , e ) 3 : 30",b
MathQA_challenge_test,Challenging Math,"source : knewton a cyclist ' s speed varies , depending on the terrain , between 6.0 miles per hour and 14.0 miles per hour , inclusive . what is the maximum distance , in miles , that the cyclist could travel in 5 hours ? The options are: a ) 42 , b ) 56 , c ) 70 , d ) 98 , e ) 140",c
MathQA_challenge_test,Challenging Math,"the length of a rectangle is two - seventh of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 5929 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 25 units ? The options are: ['a ) 660 sq . units', 'b ) 440 sq . units', 'c ) 770 sq . units', 'd ) 550 sq . units', 'e ) 220 sq . units']",d
MathQA_challenge_test,Challenging Math,"the fuel indicator in a car shows 1 / 5 th of the fuel tank as full . when 22 more liters of fuel are poured in to the tank , the indicator rests at the 3 / 4 of the full mark . find the capacity of the tank . The options are: a ) 25 litres , b ) 35 litres , c ) 30 litres , d ) 40 litres , e ) none of these",d
MathQA_challenge_test,Challenging Math,"a rectangle with width 8 and diagonal 30 . find the area ? The options are: ['a ) 240 square units', 'b ) 180 square units', 'c ) 100 square units', 'd ) 150 square units', 'e ) 160 square units']",a
MathQA_challenge_test,Challenging Math,"simplify : 250 x 250 - 100 x 100 The options are: a ) 761200 , b ) 761400 , c ) 52500 , d ) 761500 , e ) none of them",c
MathQA_challenge_test,Challenging Math,"the length of each side of an equilateral triangle having an area of 4 â ˆ š 3 cm 2 is ? The options are: ['a ) 4 / 3 cm', 'b ) 3 / 4 cm', 'c ) 3 cm', 'd ) 4 cm', 'e ) 5 cm']",d
MathQA_challenge_test,Challenging Math,"area of four walls of a room is 99 m 2 . the length and breadth of the room are 7.5 m and 3.5 m respectively . the height of the room is : The options are: ['a ) 2.5 m', 'b ) 3.5 m', 'c ) 1.5 m', 'd ) 4.5 m', 'e ) 5.5 m']",d
MathQA_challenge_test,Challenging Math,"if the mean of numbers 28 , x , 42 , 78 , 82 and 104 is 62 , then what is the mean of 128 , 255 , 511 , 1023 and x ? The options are: a ) 395 , b ) 275 , c ) 391 , d ) 415 , e ) 365",c
MathQA_challenge_test,Challenging Math,"usc invited each south carolina high school to send up to 39 students to watch a football game . a section which has 199 seats in each row is reserved for those students . what is the least number of rows needed to guarantee that if 2006 students show up , then all students from the same high school can be seated in the same row ? The options are: a ) 11 , b ) 12 , c ) 13 , d ) 14 , e ) 15",b
MathQA_challenge_test,Challenging Math,"a man cycles round the boundary of a rectangular park at the rate of 12 kmph and completes one full round in 8 minutes . if the ratio between the length and breadth of the park be 3 : 2 , then its area is : The options are: ['a ) 1536 m 2', 'b ) 15360 m 2', 'c ) 153600 m 2', 'd ) 163600 m 2', 'e ) none of these']",c
MathQA_challenge_test,Challenging Math,"find the value of ( 875 233 / 899 ) × 899 The options are: a ) 786845 , b ) 786857 , c ) 786858 , d ) 786859 , e ) 786860",c
MathQA_challenge_test,Challenging Math,"a department of 10 people - 6 men and 4 women - needs to send a team of 5 to a conference . if they want to make sure that there are no more than 3 members of the team from any one gender , how many distinct groups are possible to send ? The options are: a ) 120 , b ) 150 , c ) 180 , d ) 210 , e ) 240",c
MathQA_challenge_test,Challenging Math,"forks , spoons , and knives in drawer are in the ratio of 4 : 4 : 3 . if there are 16 forks , the number of knives in the drawer is : The options are: a ) 8 , b ) 4 , c ) 12 , d ) 16 , e ) 14",c
MathQA_challenge_test,Challenging Math,"what is the smallest positive integer x such that 450 x is the cube of a positive integer ? The options are: a ) 2 , b ) 15 , c ) 30 , d ) 60 , e ) 120",c
MathQA_challenge_test,Challenging Math,"if two dice are thrown together , the probability of getting a doublet on the dice is The options are: a ) 1 / 6 , b ) 1 / 5 , c ) 1 / 4 , d ) 1 / 3 , e ) 1 / 2",a
MathQA_challenge_test,Challenging Math,"it takes 10 days for digging a trench of 100 m long , 50 m broad and 10 m deep . what length of trench , 25 m broad and 15 m deep can be dug in 30 days ? The options are: a ) 400 m , b ) 200 m , c ) 100 m , d ) 89 m , e ) 79 m",a
MathQA_challenge_test,Challenging Math,"if the price of a certain computer increased 30 percent from a dollars to 351 dollars , then 2 a = The options are: a ) 540 , b ) 570 , c ) 619 , d ) 649 , e ) 700",a
MathQA_challenge_test,Challenging Math,"in a certain large company , the ratio of college graduates with a graduate degree to non - college graduates is 1 : 8 , and ratio of college graduates without a graduate degree to non - college graduates is 2 : 3 . if one picks a random college graduate at this large company , what is the probability w this college graduate has a graduate degree ? The options are: a ) 1 / 11 , b ) 1 / 12 , c ) 1 / 13 , d ) 3 / 19 , e ) 3 / 43",d
MathQA_challenge_test,Challenging Math,"a bucket full of nuts was discovered by the crow living in the basement . the crow eats a sixth of the total number of nuts in 4 hours . how many hours i total will it take the crow to finish a quarter of the nuts ? The options are: a ) 6 , b ) 8 , c ) 10 , d ) 12 , e ) 14",a
MathQA_challenge_test,Challenging Math,"a and b can finish a work together in 12 days , and b and c together in 16 days . if a alone works for 5 days and then b alone continues for 7 days , then remaining work is done by c in 13 days . in how many days can c alone finish the complete work ? The options are: a ) 22 days , b ) 21 days , c ) 25 days , d ) 24 days , e ) 23 days",d
MathQA_challenge_test,Challenging Math,"the ages of two person , differ by 20 years . if 5 years ag , the elder one be 5 times as old as the younger one their present ages ( in years ) are respectively The options are: a ) 30 , 10 , b ) 2010 , c ) 3515 , d ) 5117 , e ) 20,17",a
MathQA_challenge_test,Challenging Math,"the price of stock increased by 8 % last year and decreased by 6 % this year . what is the net percentage change in the price of the stock ? The options are: a ) 0.2 % , b ) 0.8 % , c ) 1.2 % , d ) 1.52 % , e ) 2 %",d
MathQA_challenge_test,Challenging Math,"boys and girls in a class are writing letters . there are twice as many girls as boys in the class , and each girl writes 3 more letters than each boy . if boys write 24 of the 90 total letters written by the class , how many letters does each boy write ? The options are: a ) 3 , b ) 4 , c ) 6 , d ) 8 , e ) 12",d
MathQA_challenge_test,Challenging Math,"a man walking at the rate of 5 km / hr crosses a bridge in 15 minutes . the length of the bridge ( in meters ) is : The options are: a ) 600 , b ) 750 , c ) 1000 , d ) 1250 , e ) none of these",d
MathQA_challenge_test,Challenging Math,"23 , 29 , 31 , 37 , 41 , 43 , 47 , 53 , 59 , 61 , ( . . . ) The options are: a ) 53 , b ) 67 , c ) 48 , d ) 59 , e ) 45",b
MathQA_challenge_test,Challenging Math,"adam borrowed some money at the rate of 6 % p . a . for the first two years , at the rate of 9 % p . a . for the next 3 years , and at the rate of 14 % p . a . for the period beyond 4 years . if he pays a total interest of 11900 at the end of 9 years , how much money did he borrow ? The options are: a ) 10,526 , b ) 12,526 , c ) 14,000 , d ) 16,000 , e ) 16,536",b
MathQA_challenge_test,Challenging Math,"the two trains of lengths 400 m , 600 m respectively , running at same directions . the faster train can cross the slower train in 180 sec , the speed of the slower train is 48 km . then find the speed of the faster train ? The options are: a ) 76 kmph , b ) 68 kmph , c ) 87 kmph , d ) 56 kmph , e ) 10 kmph",b
MathQA_challenge_test,Challenging Math,"surface area of two spheres are in the ratio 1 : 4 what is the ratio of their volumes ? The options are: ['a ) 1 : 9', 'b ) 1 : 8', 'c ) 1 : 3', 'd ) 1 : 4', 'e ) 1 : 5']",b
MathQA_challenge_test,Challenging Math,"two unbiased coins are tossed . what is the probability of getting at most one head ? The options are: a ) 2 / 3 , b ) 1 , c ) 3 / 4 , d ) 2 , e ) 1 / 2",c
MathQA_challenge_test,Challenging Math,"the compound interest on a sum for 2 years is rs . 832 and the simple interest on the same sum for the same period is rs . 800 . the difference between the compound and simple interest for 3 years will be The options are: a ) rs . 48 , b ) rs . 98.56 , c ) rs . 66.56 , d ) rs . 66.58 , e ) none of these",b
MathQA_challenge_test,Challenging Math,"if a * b = 2 a - 3 b + ab , then 3 * 5 + 5 * 3 is equal to The options are: a ) 22 , b ) 25 , c ) 26 , d ) 28 , e ) 23",a
MathQA_challenge_test,Challenging Math,"if 25 ^ 5 × 5 ^ ( - 1 ) = ( 125 ) ^ x , then what is the value of x ? The options are: a ) 2 , b ) 3 , c ) 4 , d ) 5 , e ) 6",b
MathQA_challenge_test,Challenging Math,"a lady starts from p towards q and realizes that at a point r , if he walks 50 km further he will be at a point s , which is as far away from r as it is from q . what is the distance between p and q if the distance between p and r is half the distance from r to q ? ( assume that p , q , r and s are all on the same straight line ) The options are: a ) 150 km , b ) 200 km , c ) 250 km , d ) 125 km , e ) 155 km",a
MathQA_challenge_test,Challenging Math,"the sum of two numbers is 528 and their h . c . f is 33 . the number of pairs of numbers satisfying the above condition is The options are: a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 8",a
MathQA_challenge_test,Challenging Math,"consider the sets tn = { n , n + 1 , n + 2 , n + 3 , n + 4 ) , where n = 1 , 2 , 3 , … , 96 . how many of these sets contain 6 or any integral multiple thereof ( i . e . , any one of the numbers 6 , 12 , 18 , … ) ? The options are: a ) 80 , b ) 81 , c ) 82 , d ) 83 , e ) 84",a
MathQA_challenge_test,Challenging Math,"if a square mirror has a 20 - inch diagonal , what is the approximate perimeter t of the mirror , in inches ? The options are: a ) 40 , b ) 60 , c ) 80 , d ) 100 , e ) 120",b
MathQA_challenge_test,Challenging Math,"the ratio of the two natural numbers is 5 : 6 . if a certain number is added to both the numbers , the ratio becomes 7 : 8 . if the larger number exceeds the smaller number by 10 , find the number added ? The options are: a ) 17 , b ) 14 , c ) 10 , d ) 16 , e ) 20",c
MathQA_challenge_test,Challenging Math,"if the perimeter of a rectangular house is 1400 m , its length when its breadth is 300 m is ? The options are: a ) 300 , b ) 400 , c ) 500 , d ) 600 , e ) 700",b
MathQA_challenge_test,Challenging Math,"last year the range of the annual bonus of the 100 employees at company x was $ 20000 . if the annual bonus of each of the 100 employees this year is 10 percent greater than it was last year , what is the range of the annual bonus of the 100 employees this year ? The options are: a ) $ 27000 , b ) $ 22000 , c ) $ 33000 , d ) $ 16000 , e ) $ 43000",b
MathQA_challenge_test,Challenging Math,"you have to send 3000 grapes 1000 kilometers from grapecity to appleland . your truck can carry 1000 grapes at a time . every time you travel a kilometer towards appleland you must pay a tax of 1 grape but you pay nothing when going in the other direction ( towards grapecity ) . what is highest number of grapes you can get to appleland ? The options are: a ) 833 , b ) 765 , c ) 665 , d ) 679 , e ) 874",a
MathQA_challenge_test,Challenging Math,"niall ' s income is 60 % less than rex ' s income , and sam ' s income is 25 % less than niall ' s income . if rex gave 60 % of his income to sam and 40 % of his income to niall , niall ' s new income would be what fraction of sam ' s new income ? The options are: a ) 8 / 9 , b ) 11 / 12 , c ) 8 / 13 , d ) 11 / 13 , e ) 12 / 13",a
MathQA_challenge_test,Challenging Math,"5 + 5 The options are: a ) 9 , b ) 12 , c ) 20 , d ) 10 , e ) 0",d
MathQA_challenge_test,Challenging Math,"a certain ball team has an equal number of right - and left - handed players . on a certain day , one - third of the players were absent from practice . of the players at practice that day , one - third were right handed . what is the ratio of the number of right - handed players who were not at practice that day to the number of left handed players who were not at practice ? The options are: a ) 1 / 3 , b ) 5 / 1 , c ) 5 / 7 , d ) 7 / 5 , e ) 3 / 2",b
MathQA_challenge_test,Challenging Math,"a room is 30 m long and 24 m broad . if the sum of the areas of the floor and the ceiling is equal to the sum of the areas of four walls , the volume of the hall is : The options are: ['a ) 9.6 m 3', 'b ) 96 m 3', 'c ) 960 m 3', 'd ) 9600 m 3', 'e ) 96000 m 3']",d
MathQA_challenge_test,Challenging Math,"find the smallest number which should be multiplied with 520 to make it a perfect square The options are: a ) 337 , b ) 297 , c ) 266 , d ) 116 , e ) 130",e
MathQA_challenge_test,Challenging Math,"the price of a certain product increased by the same percent from 1960 to 1970 as from 1970 to 1980 . if its price of $ 1.20 in 1970 was 150 percent of its price in 1960 , what was its price in 1980 ? The options are: a ) $ 1.80 , b ) $ 2.00 , c ) $ 2.40 , d ) $ 2.70 , e ) $ 3.00",a
MathQA_challenge_test,Challenging Math,"if c and t are positive integers , ct + c + t can not be The options are: a ) 5 , b ) 6 , c ) 7 , d ) 8 , e ) 9",b
MathQA_challenge_test,Challenging Math,"what is the least common multiple of 15 , 22 and 24 ? The options are: a ) 60 , b ) 120 , c ) 240 , d ) 1320 , e ) 1720",d
MathQA_challenge_test,Challenging Math,"a team of 8 persons joins in a shooting competition . the best marksman scored 85 points . if he had scored 92 points , the average score for the team would have been 84 . the number of points , the team scored was : The options are: a ) 665 , b ) 376 , c ) 998 , d ) 1277 , e ) 1991",a
MathQA_challenge_test,Challenging Math,"a certain fruit stand sold apples for $ 0.70 each and guava for $ 0.50 each . if a customer purchased both apples and bananas from the stand for a total of $ 6.30 , what total number of apples and bananas did the customer purchase ? The options are: a ) 12 , b ) 13 , c ) 11 , d ) 14 , e ) 5",c
MathQA_challenge_test,Challenging Math,"4 dice are thrown simultaneously on the board . find the probability which show the same face ? The options are: a ) 2 / 113 , b ) 3 / 117 , c ) 1 / 216 , d ) 3 / 111 , e ) 4 / 121",c
MathQA_challenge_test,Challenging Math,"tough and tricky questions : word problems . operation # is defined as : a # b = 4 a ^ 2 + 4 b ^ 2 + 8 ab for all non - negative integers . what is the value of ( a + b ) + 8 , when a # b = 100 ? The options are: a ) 5 , b ) 8 , c ) 10 , d ) 13 , e ) 17",d
MathQA_challenge_test,Challenging Math,"( 7 + 7 + 7 ÷ 7 ) / ( 5 + 5 + 5 ÷ 5 ) = ? The options are: a ) 1 , b ) 1 / 5 , c ) 15 / 11 , d ) 3 / 11 , e ) none",c
MathQA_challenge_test,Challenging Math,"what is the least possible value of x ^ 2 - 15 where x is a positive number . The options are: a ) - 15 , b ) - 14 , c ) - 13 , d ) - 12 , e ) - 11",b
MathQA_challenge_test,Challenging Math,"the surface area of a sphere is 4 π r 2 , where r is the radius of the sphere . if the area of the base of a hemisphere is 3 , what is the surface area e of that hemisphere ? The options are: ['a ) 6 / π', 'b ) 9 / π', 'c ) 6', 'd ) 9', 'e ) 12']",d
MathQA_challenge_test,Challenging Math,"if n is a positive integer such that n ! / ( n - 2 ) ! = 342 , find n . The options are: a ) 17 , b ) 18 , c ) 19 , d ) 20 , e ) 21",c
MathQA_challenge_test,Challenging Math,"a person has 100 $ in 10 $ and 5 $ bill . if the 5 $ bill quantity is twice that of 10 $ bill . what is quantity of 10 $ . The options are: a ) 2 , b ) 6 , c ) 7 , d ) 8 , e ) 5",e
MathQA_challenge_test,Challenging Math,"eric throws 2 dice , and his score is the sum of the values shown . sandra throws one dice and her score is the square of the value shown . what is the probabilty that sandras score will be strictly higher than erics score ? ? The options are: ['a ) 137 / 216', 'b ) 137 / 218', 'c ) 137 / 217', 'd ) 136 / 216', 'e ) 138 / 216']",a
MathQA_challenge_test,Challenging Math,"recently , i decided to walk down an escalator of a tube station . i did some quick calculation in my mind . i found that if i walk down 20 ` ` 6 steps , i require thirty seconds to reach the bottom . however , if i am able to step down thirty ` ` 4 stairs , i would only require eighteen seconds to get to the bottom . if the time is measured from the moment the top step begins to descend to the time i step off the last step at the bottom ? The options are: a ) 43 , b ) 44 , c ) 45 , d ) 40 , e ) 46",e
MathQA_challenge_test,Challenging Math,"find the volume and surface area of a cuboid 16 m long , 14 m broad and 7 m high . The options are: ['a ) 878 cm ^ 2', 'b ) 858 cm ^ 2', 'c ) 838 cm ^ 2', 'd ) 868 cm ^ 2', 'e ) none of them']",d
MathQA_challenge_test,Challenging Math,"3 - twentieths of the members of a social club are retirees who are also bridge players , 5 - twentieths of the members are retirees , and one - half of the members are bridge players . if 120 of the members are neither retirees nor bridge players , what is the total number of members in the social club ? The options are: a ) 240 , b ) 300 , c ) 200 , d ) 400 , e ) 480",c
MathQA_challenge_test,Challenging Math,"there are 13 clubs in a full deck of 52 cards . in a certain game , you pick a card from a standard deck of 52 cards . if the card is a club , you win . if the card is not a club , the person replaces the card to the deck , reshuffles , and draws again . the person keeps repeating that process until he picks a club , and the point is to measure how many draws it took before the person picked a club and , thereby , won . what is the probability that one will pick the first club on the forth draw or later ? The options are: a ) 1 / 2 , b ) 3 / 4 , c ) 7 / 8 , d ) 27 / 32 , e ) 27 / 64",e
MathQA_challenge_test,Challenging Math,"a certain characteristic in a large population has a distribution that is symmetric about the mean m . if 68 percent of the distribution lies within one standard deviation d of the mean , what percent e of the distribution is less than m + d ? The options are: a ) 16 % , b ) 32 % , c ) 48 % , d ) 84 % , e ) 92 %",d
MathQA_challenge_test,Challenging Math,"an electric pump can fill a tank in 3 hours . because of a leak in the tank , it took 3 hours 30 min to fill the tank . in what time the leak can drain out all the water of the tank and will make tank empty ? The options are: a ) 10 hours , b ) 13 hours , c ) 17 hours , d ) 21 hours , e ) 25 hours",d
MathQA_challenge_test,Challenging Math,"together , 15 type a machines and 7 type b machines can complete a certain job in 4 hours . together 8 type b machines and 15 type c machines can complete the same job in 11 hours . how many hours e would it take one type a machine , one type b machine , and one type c machine working together to complete the job ( assuming constant rates for each machine ) ? The options are: a ) 22 hours , b ) 30 hours , c ) 44 hours , d ) 60 hours , e ) it can not be determined from the information above .",c
MathQA_challenge_test,Challenging Math,"ramesh has solved 108 questions in an examination . if he got only ‘ 0 ’ marks , then how many questions were wrong when one mark is given for each one correct answer and 1 / 3 mark is subtracted on each wrong answer . The options are: a ) 78 , b ) 79 , c ) 80 , d ) 81 , e ) 82",d
MathQA_challenge_test,Challenging Math,"what is the measure of the angle x made by the diagonals of the any adjacent sides of a cube . The options are: a ) 30 , b ) 45 , c ) 60 , d ) 75 , e ) 90",c
MathQA_challenge_test,Challenging Math,"the simple interest in 14 months on a certain sum at the rate of 6 per cent per annum is 250 more than the interest on the same sum at the rate of 8 per cent in 8 months . how much amount was borrowed ? The options are: a ) 15000 , b ) 25000 , c ) 7500 , d ) 14500 , e ) none of these",a
MathQA_challenge_test,Challenging Math,"rakesh ' s mathematics test had 75 problems , 10 arithmetic , 30 algebra , 35 geometry problems . although he answered 70 % of arithmetic , 40 % of arithmetic and 60 % of geometry problems correctly , still he got less than 60 % problems right . how many more questions he would have to answer more to get passed ? The options are: a ) 5 , b ) 6 , c ) 7 , d ) 8 , e ) 9",a
MathQA_challenge_test,Challenging Math,"one day , connie plays a game with a fair 6 - sided die . connie rolls the die until she rolls a 6 , at which point the game ends . if she rolls a 6 on her first turn , connie wins 6 dollars . for each subsequent turn , connie wins 1 6 of the amount she would have won the previous turn . what is connie ' s expected earnings from the game ? The options are: a ) 32 / 31 , b ) 33 / 31 , c ) 34 / 31 , d ) 36 / 31 , e ) 0 / 31",d
MathQA_challenge_test,Challenging Math,"a man walking at 3 / 4 th of the speed , reaches his office late by 2 hours . what is the usual time ? The options are: a ) 5 hours , b ) 3 hours , c ) 6 hours , d ) 12 hours , e ) 15 hours",c
MathQA_challenge_test,Challenging Math,"given a + b = 1 , find the value of 2 a + 2 b . two solutions are presented below . only one is correct , even though both yield the correct answer . The options are: a ) 3 , b ) 5 , c ) 4 , d ) 2 , e ) 1",d
MathQA_challenge_test,Challenging Math,"in a garden , there are 10 rows and 12 columns of mango trees . the distance between the two trees is 2 metres and a distance of four metre is left from all sides of the boundary of the garden . what is the length of the garden ? The options are: a ) 22 , b ) 24 , c ) 26 , d ) 28 , e ) 30",e
MathQA_challenge_test,Challenging Math,"the averge score of a cricketer for 10 matches is 45 runs . if the average for the first 6 matches is 48 . then find the average for the last 4 matches ? The options are: a ) 43.25 , b ) 43 , c ) 38 , d ) 40.5 , e ) 36",d
MathQA_challenge_test,Challenging Math,"simplify : 256 x 256 - 144 x 144 The options are: a ) 761200 , b ) 44800 , c ) 761800 , d ) 761500 , e ) none of them",b
MathQA_challenge_test,Challenging Math,"how many bricks , each measuring 25 cm * 11.25 cm * 6 cm , will be needed to build a wall 8 m * 6 m * 22.5 m The options are: a ) 6400 , b ) 3777 , c ) 2679 , d ) 2667 , e ) 1997",a
MathQA_challenge_test,Challenging Math,"a farm has chickens , cows and sheep . there are 6 times the number of chickens and cows than sheep . if there are more cows than chickens or sheep , and together , cows and chickens have a total of 100 feet and heads , how many sheep live at the farm ? The options are: a ) 5 , b ) 8 , c ) 10 , d ) 4 , e ) 17",d
MathQA_challenge_test,Challenging Math,"thirty percent of the members of a swim club have passed the lifesaving test . among the members who have not passed the test , 26 have taken the preparatory course and 65 have not taken the course . how many members are there in the swim club ? The options are: a ) 60 , b ) 80 , c ) 100 , d ) 130 , e ) 140",d
MathQA_challenge_test,Challenging Math,"if a population of women in a town is 50 % of men . what is the population of men as a percentage of population of women ? The options are: a ) 100 % , b ) 120 % , c ) 200 % , d ) 150 % , e ) 180 %",c
MathQA_challenge_test,Challenging Math,"in an examination , the percentage of students qualified to the students appeared from school ' p ' is 70 % . in school ' q ' , the number of students appeared is 30 % more than the students appeared from school ' p ' and the number of students qualified from school ' q ' is 50 % more than the students qualified from school ' p ' . what is the % of students qualified to the number of students appeared from school ' q ' ? The options are: a ) 80.78 % , b ) 80.76 % , c ) 80.72 % , d ) 80.79 % , e ) 80.74 %",b
MathQA_challenge_test,Challenging Math,"in a shop , the profit is 320 % of the cost . if the cost increases by 25 % but the selling price remains constant , find out approximately what percentage of the selling price is the profit ? The options are: a ) 180 % , b ) 120 % , c ) 90 % , d ) 80 % , e ) 70 %",e
MathQA_challenge_test,Challenging Math,"if log 8 x + log 8 1 / 6 = 1 / 3 , then the value of x is : The options are: a ) 12 , b ) 16 , c ) 18 , d ) 24 , e ) 26",a
MathQA_challenge_test,Challenging Math,"find the sum of first 20 multiples of 12 . The options are: a ) 2520 , b ) 3878 , c ) 2778 , d ) 27 , e ) 911",a
MathQA_challenge_test,Challenging Math,"if a certain coin is flipped , the probability that the coin will land heads is 1 / 2 . if the coin is flipped 5 times , what is the probability that it will land heads up on the first 3 flips and not on the last 2 flips ? The options are: a ) 3 / 5 , b ) 1 / 2 , c ) 1 / 5 , d ) 1 / 8 , e ) 1 / 32",e
MathQA_challenge_test,Challenging Math,"a piece of work can finish by a certain number of men in 100 days . if however , there were 10 men less , it would take 10 days more for the work to be finished . how many men were there originally ? The options are: a ) 75 , b ) 82 , c ) 100 , d ) 110 , e ) 120",d
MathQA_challenge_test,Challenging Math,"a square is drawn inside a right - angled triangle with the two perpendicular sides as 12 cm and 8 cm . what is the side of the largest possible square that can be drawn ? The options are: ['a ) 4.8 cm', 'b ) 4.4 cm', 'c ) 4.9 cm', 'd ) 5.0 cm', 'e ) 5.2 cm']",a
MathQA_challenge_test,Challenging Math,"the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 2 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be social teachers ? The options are: a ) 2 / 3 , b ) 1 / 12 , c ) 2 / 9 , d ) 1 / 2 , e ) 1 / 24",b
MathQA_challenge_test,Challenging Math,"by how much is 70 % of 120 greater than 35 % of 200 . The options are: a ) 15 , b ) 14 , c ) 13 , d ) 16 , e ) 17",b
